verb,label
τίνω,opp
ἀντιβολέω,opp
εὐφραίνω,opp
μισέω,opp
ἐπικόπτω,opp
τρίζω,opp
παραλέγω,opp
ἐπικλίνω,opp
θητεύω,opp
ἐγκρύπτω,opp
παρατρωπάω,opp
ῥοιζέω,opp
προκαλέω,opp
ἀνιχνεύω,opp
ἐσθίω,opp
ἐπιβρίθω,opp
καταπτώσσω,opp
κρατύνω,opp
ἀμφιχέω,opp
κροτέω,opp
πήγνυμι,opp
ἐπακούω,opp
ἐπεγείρω,opp
ἐμβάλλω,opp
ἀρετάω,opp
εἰσαγείρω,opp
ἀμφικαλύπτω,opp
μεταστένω,opp
ὑπαλύσκω,opp
παρακαταβάλλω,opp
εὕω,opp
προκαθίζω,opp
εὐνάω,opp
εἰσανάγω,opp
ὄρνυμι,opp
ἐνίσσω,opp
κοπρίζω,opp
ὑπεκφέρω,opp
ἰσόω,opp
προθρώσκω,opp
ὑποδείδω,opp
βαρέω,opp
προεῖδον,opp
ἀποδρύπτω,opp
λάπτω,opp
καταρρέζω,opp
ἐπαλαστέω,opp
ἀποστίλβω,opp
ἀλεείνω,opp
λεύσσω,opp
κεράννυμι,opp
ἀλλοφρονέω,opp
γηθέω,opp
οἴω,opp
ἐγκαταπήγνυμι,opp
ἐξαπόλλυμι,opp
ἰαύω,opp
ἀφαιρέω,opp
ἐπιθύω,opp
σιωπάω,opp
ἐνσκίμπτω,opp
γνάμπτω,opp
ἀποπαύω,opp
κυλίνδω,opp
ἕωμεν,opp
κυκάω,opp
προσβαίνω,opp
ἐπαείρω,opp
ἐάω,opp
βάσκω,opp
σκιάζω,opp
αὐγάζω,opp
κατασκιάω,opp
ἀναφέρω,opp
ἐπιάχω,opp
κιθαρίζω,opp
ὑποκρύπτω,opp
προμίγνυμι,opp
ἐμπρήθω,opp
εἰσάγω,opp
κροταλίζω,opp
θύω,opp
ἔξεστι,opp
θεμιστεύω,opp
βίβημι,opp
ἀπορρίπτω,opp
ξέω,opp
παραπέμπω,opp
ἐριδμαίνω,opp
νάω,opp
ἐπιγιγνώσκω,opp
προσάπτω,opp
θήγω,opp
μίμνω,opp
διαίνω,opp
γαίω,opp
τρίβω,opp
ἐπαγλαίζω,opp
καθοράω,opp
ἐνδίημι,opp
ἀποπτύω,opp
ῥυστάζω,opp
βωστρέω,opp
συνάγω,opp
ῥυπάω,opp
νεικέω,opp
ἐπαραρίσκω,opp
ἀποσεύω,opp
ζώω,opp
μέλλω,opp
ἀποκόπτω,opp
ἐμποιέω,opp
οἰνοποτάζω,opp
ἀφραδέω,opp
ἐξαποτίνω,opp
ὑποσχέθω,opp
θριγκόω,opp
τίκτω,opp
κουρίζω,opp
ὑπερθρώσκω,opp
ἐκτίνω,opp
ποιέω,opp
ἐντρέπω,opp
μαραίνω,opp
συμμίγνυμι,opp
σπάω,opp
διατρέχω,opp
ἀνακλίνω,opp
ἄνωγα,opp
ὑφαίνω,opp
πρέπω,opp
πιφαύσκω,opp
δωρέω,opp
πείρω,opp
τρέμω,opp
ὁμοκλέω,opp
μιστύλλω,opp
ἀπαίρω,opp
θαρσύνω,opp
ἐπηπύω,opp
ἐκπίνω,opp
ἐρεείνω,opp
ἀποδοχμόω,opp
πινύσκω,opp
ἔνειμι,opp
ἐπιτρέχω,opp
ἀλογέω,opp
παραβαίνω,opp
ἀναμίμνω,opp
ἐπιέννυμι,opp
θαμίζω,opp
ἀνάσσω,opp
παρίστημι,opp
καταβαίνω,opp
ἀναρρήγνυμι,opp
ὀιστεύω,opp
κερτομέω,opp
ἀμύνω,opp
ὀτρύνω,opp
προβίβημι,opp
ἀπιθέω,opp
περιάγνυμι,opp
ἐπιθέω,opp
ἀρήγω,opp
πετάννυμι,opp
συλάω,opp
κατέδω,opp
ἐπανατίθημι,opp
ὠμοθετέω,opp
κιχάνω,opp
εἰλυφάζω,opp
ἀλύσσω,opp
ἀνάπτω,opp
ἐγκονέω,opp
πημί,opp
ὁδεύω,opp
ναιετάω,opp
ἀμφικεάζω,opp
θαυμάζω,opp
ὑπείκω,opp
ἀμφιάζω,opp
ἀτέμβω,opp
ὑπολύω,opp
κοσμέω,opp
ἐξευρίσκω,opp
ἐνστηρίζω,opp
ἄζω,opp
ποιπνύω,opp
τανύω,opp
ἀναμάσσω,opp
στέλλω,opp
ὑποφέρω,opp
τμήγω,opp
δρέπω,opp
ἐπαρκέω,opp
ἀναρροιβδέω,opp
ἀπαφίσκω,opp
ὁμηρέω,opp
κρεμάννυμι,opp
προτίθημι,opp
κτερεΐζω,opp
ἀναμένω,opp
ἀφαμαρτάνω,opp
βράσσω,opp
προσκλίνω,opp
ἐπαμείβω,opp
παχνόω,opp
ἐνεύδω,opp
παμφανόων,opp
σκεδάννυμι,opp
εἰσελαύνω,opp
ἀναμιμνήσκω,opp
ἐπιδινέω,opp
ἀρτύνω,opp
μεταμίγνυμι,opp
ἰαίνω,opp
πολεμίζω,opp
ἀποκηδέω,opp
ἐπιγράφω,opp
ἑταιρίζω,opp
προθέω,opp
ἀλείφω,opp
στοναχέω,opp
κοναβέω,opp
ἔδω,opp
ἀλφάνω,opp
ἄπειμι,opp
εἰσκαταβαίνω,opp
ἐξάγω,opp
προδαῆναι,opp
κτεατίζω,opp
ἐξαποδίω,opp
ἐπάρχω,opp
ἀποκρύπτω,opp
παρατρέχω,opp
ἀιστόω,opp
κυρέω,opp
οἰδάνω,opp
φάσκω,opp
μηνίω,opp
ἐπιβάσκω,opp
καταζαίνω,opp
καταβρόχω,opp
ἐπιστοναχέω,opp
ἐπασκέω,opp
ἀποβρίζω,opp
καπύω,opp
ζώννυμι,opp
ἐξερύω,opp
στεναχίζω,opp
στίλβω,opp
τέμνω,opp
ἀλετρεύω,opp
χαλκεύω,opp
στρεφεδινέω,opp
λιγαίνω,opp
ἐπεμβαίνω,opp
ζητέω,opp
βασιλεύω,opp
ἐπείγω,opp
φυλάζω,opp
θεμόω,opp
κυμαίνω,opp
διαπτοέω,opp
ὀχθέω,opp
πάσχω,opp
ἀποδιδράσκω,opp
σμήχω,opp
ἐπιτίθημι,opp
ὀνίνημι,opp
διαφράζω,opp
ἱκάνω,opp
ἐξερείπω,opp
βοάω,opp
ἁνδάνω,opp
διόλλυμι,opp
ἀνατέλλω,opp
προφαίνω,opp
ἑδριάω,opp
καταλείπω,opp
ἐπελαύνω,opp
ὑποχέω,opp
ἐξίημι,opp
ἀρέσκω,opp
αἰσχύνω,opp
ἐπεντύνω,opp
λευκαίνω,opp
χυτλόω,opp
διαπέρθω,opp
φημί,opp
ἐπόμνυμι,opp
περιβάλλω,opp
ἀποικίζω,opp
εἴδω,opp
σιφλόω,opp
δικάζω,opp
ἐκκλέπτω,opp
ἐγγυαλίζω,opp
ἐφίζω,opp
ὄλλυμι,opp
ἐπικλύω,opp
ἀθρέω,opp
ὑπεκπρορέω,opp
ὑποφθάνω,opp
προστίθημι,opp
διέπω,opp
ἀνακρεμάννυμι,opp
κλάζω,opp
πορσύνω,opp
φιλέω,opp
ἀέξω,opp
φαίνω,opp
ἔξειμι,opp
ἀείρω,opp
ὑποστρέφω,opp
διέξειμι,opp
θερμαίνω,opp
διανύω,opp
περισθενέω,opp
βιάζω,opp
διαθρύπτω,opp
ἐμφορέω,opp
διαφαίνω,opp
φθάνω,opp
ἐκσπάω,opp
ἱερεύω,opp
ἀναλέγω,opp
εἰσείδω,opp
κελαρύζω,opp
σημαίνω,opp
δέω,opp
περιχέω,opp
καθαίρω,opp
ἀγρώσσω,opp
ἀπαρέσκω,opp
καταβλώσκω,opp
ἀνακόπτω,opp
ἐπικεράννυμι,opp
περίοιδα,opp
ἐξαρπάζω,opp
καταφθίω,opp
ἐμπνέω,opp
ὀμόργνυμι,opp
ὑπαντιάζω,opp
ἐπαίρω,opp
διαγιγνώσκω,opp
διίημι,opp
καταστόρνυμι,opp
ἀποτμήγω,opp
βάζω,opp
ὑπεκπροφεύγω,opp
πτύσσω,opp
ὑπεκσῴζω,opp
ἀμφιπεριστρωφάω,opp
ὑπολείπω,opp
μυθολογεύω,opp
ἐπιάλλω,opp
ὁμοιόω,opp
διαείδω,opp
πέρθω,opp
ἀτιμάω,opp
καθαιρέω,opp
ἐλεέω,opp
χρίω,opp
περιδείδω,opp
νίζω,opp
ἰάχω,opp
ἀχεύω,opp
ἅπτω,opp
δακρύω,opp
κατακαίω,opp
παρίσχω,opp
θυόω,opp
οἰμώζω,opp
τροχάζω,opp
ματάω,opp
καναχέω,opp
ὑπομένω,opp
θαάσσω,opp
ἐπισπέρχω,opp
ἐπιρρέω,opp
ὀλέκω,opp
ἐχθοδοπέω,opp
στεφανόω,opp
προίστημι,opp
δαιδάλλω,opp
ἐπιστρέφω,opp
προιάπτω,opp
πελεκάω,opp
ἑάφθη,opp
ἀγρέω,opp
ἀνατρέπω,opp
πτωχεύω,opp
ἐκκατεῖδον,opp
θαρσέω,opp
βιάω,opp
συλεύω,opp
αἰχμάζω,opp
κατακείρω,opp
ἐπιλείβω,opp
ὑπέχω,opp
εἰσερύω,opp
παρατίθημι,opp
ἔγρω,opp
προσπελάζω,opp
σκήπτω,opp
δισκέω,opp
δέψω,opp
ὀλισθάνω,opp
ἐκγελάω,opp
παρίζω,opp
ὀψείω,opp
ἐνδουπέω,opp
ἐξονομαίνω,opp
συναιρέω,opp
ἀπομόργνυμι,opp
ὑβρίζω,opp
ὀπυίω,opp
ἀπολάμπω,opp
βλεμεαίνω,opp
ἀποσκυδμαίνω,opp
πτοέω,opp
ἐνδύω,opp
ἐπιστέφω,opp
περονάω,opp
θέω,opp
γενειάω,opp
ἐπιτλῆναι,opp
συντίθημι,opp
ἐπιδέω,opp
ἐπικρατέω,opp
τέρπω,opp
ἀποκρίνω,opp
ἵλημι,opp
ἐνορούω,opp
θρυλίσσω,opp
ὑπεκπρολύω,opp
δείκνυμι,opp
ἀριθμέω,opp
συνδέω,opp
φαγεῖν,opp
ἐπιβάλλω,opp
αἰτίζω,opp
καθίημι,opp
ὑπερθρῴσκω,opp
προβιβάω,opp
διακείρω,opp
προσαμύνω,opp
κτείνω,opp
ἐκπατάσσω,opp
μεταίσσω,opp
ἀφανδάνω,opp
ἀκοντίζω,opp
ἀνιάω,opp
ἀλοάω,opp
ἀναφαίνω,opp
ἐγρηγορόων,opp
ἐρέθω,opp
ἀκαχίζω,opp
ἀλέω,opp
δνοπαλίζω,opp
ἐξαγγέλλω,opp
ἐξαπατάω,opp
ἀποθαυμάζω,opp
συναγείρω,opp
παρακλίνω,opp
ἀπόρνυμι,opp
ἀκούω,opp
πιστόω,opp
εὑρίσκω,opp
ζωγρέω,opp
μορμύρω,opp
ἀποπέμπω,opp
ἐνστάζω,opp
ἀγαπάω,opp
ἐπικερτομέω,opp
τρύχω,opp
ἀγορεύω,opp
ἀνύω,opp
ἀπατιμάω,opp
ἐφορμάω,opp
διαπράσσω,opp
ἄω,opp
ἵζω,opp
τηλεθάω,opp
προβαίνω,opp
μεθύω,opp
παίζω,opp
ῥιζόω,opp
τρέπω,opp
ἀπόερσε,opp
ἑτοιμάζω,opp
ἐγχρίμπτω,opp
δολοφρονέων,opp
ἀνίημι,opp
ἐφίημι,opp
τολυπεύω,opp
ἐκμολεῖν,opp
στροφαλίζω,opp
δάμνημι,opp
καταλύω,opp
ἀπεχθαίρω,opp
ἐντανύω,opp
ἐγκοσμέω,opp
μεθομιλέω,opp
κεκαφηώς,opp
ὁράω,opp
ἐντρέχω,opp
ἀναπίμπλημι,opp
ἔχω,opp
προλέγω,opp
ἀφικάνω,opp
ἱλήκω,opp
τρωχάω,opp
κατανεύω,opp
ἀπάρχω,opp
ἐγκεράννυμι,opp
ἀλέξω,opp
ἐφέπω,opp
ἔκφημι,opp
διαρρίπτω,opp
ἀπάγω,opp
ἀπαγγέλλω,opp
κείρω,opp
ἀφαρπάζω,opp
κάμπτω,opp
ἐξαφύω,opp
καταπλήσσω,opp
ἀτιμάζω,opp
ἀπάλαλκε,opp
ἀναρπάζω,opp
ἀποπλέω,opp
ἐκλύω,opp
ὑπερωέω,opp
ἐκτελέω,opp
μογέω,opp
φυσιάω,opp
ἐπινέμω,opp
παπταίνω,opp
ἐντείνω,opp
καθέζω,opp
ὑποθερμαίνω,opp
παρατρέπω,opp
εἰσβαίνω,opp
δακρυπλώω,opp
κραδάω,opp
ὁρμαίνω,opp
μάσσω,opp
οὔλω,opp
τέθηπα,opp
πλανάω,opp
ἐκπέμπω,opp
ψύχω,opp
περιηχέω,opp
λήγω,opp
διψάω,opp
κυδοιμέω,opp
ἀνορούω,opp
ἐκτείνω,opp
μύρω,opp
ἀντιάω,opp
ἄνειμι,opp
ξενίζω,opp
παρελαύνω,opp
ῥέζω,opp
ἐμφύω,opp
χωλεύω,opp
δίω,opp
καταθέλγω,opp
ἐπαίσσω,opp
λακτίζω,opp
ἀνηκουστέω,opp
παραπλάζω,opp
ἐξοιχνέω,opp
ποικίλλω,opp
πίπτω,opp
ἵημι,opp
ἀλέγω,opp
ὀπτάω,opp
ὑπομιμνήσκω,opp
παρατρέω,opp
κέλλω,opp
νεύω,opp
δαρθάνω,opp
νίφω,opp
δίδημι,opp
ἀυτέω,opp
παραπείθω,opp
οἰχνέω,opp
ὁρμέω,opp
ἀνείργω,opp
ὑποτρέχω,opp
ἐκθρῴσκω,opp
ἀνασπάω,opp
χατέω,opp
προσβάλλω,opp
ὀρούω,opp
ὄζω,opp
θλίβω,opp
θάπτω,opp
ὀπιπτεύω,opp
καταβάλλω,opp
ἀμφαγαπάζω,opp
λαγχάνω,opp
ἐντύω,opp
δέρω,opp
εἰσάνειμι,opp
ὑποσείω,opp
κατατρύχω,opp
θαυμαίνω,opp
διίστημι,opp
ἐμπίμπρημι,opp
ἐπιφρονέω,opp
ἀποδίδωμι,opp
ἀποπίπτω,opp
προτεύχω,opp
ἐκφεύγω,opp
περιστεναχίζω,opp
κατακτείνω,opp
μένω,opp
μέμονα,opp
γεραίρω,opp
ἀνοίγνυμι,opp
ἐρευνάω,opp
νέμω,opp
οἰνοχοέω,opp
ὁμαρτέω,opp
ἀνακράζω,opp
δηθύνω,opp
νεμεσάω,opp
ὁρμάω,opp
πηδάω,opp
κίω,opp
θαλπιάω,opp
ἐπιπλέω,opp
ἀμφίστημι,opp
περαιόω,opp
ἀραρίσκω,opp
κατάρχω,opp
ἐξερεείνω,opp
ἰθύω,opp
ἐπιρρίπτω,opp
ἐλαύνω,opp
μνηστεύω,opp
διώκω,opp
ἀναστρέφω,opp
ἐναμέλγω,opp
νομεύω,opp
τερσαίνω,opp
ἐπιμύζω,opp
ὑπερείπω,opp
πειράω,opp
βιβάσθω,opp
ἐπαφύσσω,opp
ἀπαείρω,opp
θυμηγερέων,opp
λάσκω,opp
σηκάζω,opp
ἐπιπταίρω,opp
διωθέω,opp
λωβεύω,opp
παραδαρθάνω,opp
καταφέρω,opp
προπίπτω,opp
περιέχω,opp
ὑπεξάγω,opp
ἀπιστέω,opp
προσεῖπον,opp
δαίνυμι,opp
διατρέω,opp
ἐριδαίνω,opp
μεταφωνέω,opp
συμβάλλω,opp
βυσσοδομεύω,opp
μαρμαίρω,opp
κάτειμι,opp
πέρνημι,opp
πέλω,opp
προσειλέω,opp
κτυπέω,opp
λέπω,opp
ὁπλίζω,opp
ἀρθμέω,opp
θείνω,opp
θλάω,opp
ἐφοράω,opp
κατερείπω,opp
ἐπιθρώσκω,opp
ἀμφιδαίω,opp
βαστάζω,opp
ἀσχάλλω,opp
δεικανάω,opp
κλάω,opp
δυσμενέων,opp
ἐλύω,opp
πομπεύω,opp
ἁρπάζω,opp
ἐπιμένω,opp
δαμνάω,opp
καταχέω,opp
ἀπαλοάω,opp
τίθημι,opp
χολάω,opp
ἀλητεύω,opp
παραδράω,opp
ποντοπορέω,opp
πειραίνω,opp
ἀπωθέω,opp
ὀνειδίζω,opp
ἐπιδίδωμι,opp
κλύω,opp
ἀναξηραίνω,opp
ἀπερύκω,opp
συνέργω,opp
ἕλκω,opp
ἀποφέρω,opp
γανάω,opp
ἐκδιαβαίνω,opp
κάρφω,opp
ἠμύω,opp
ἀμφιξέω,opp
προτέμνω,opp
ἐπιρρέπω,opp
δαμάζω,opp
κεντέω,opp
γιγνώσκω,opp
προτρέπω,opp
ἔοικα,opp
ἐλελίζω,opp
ἀφύσσω,opp
ὑπερβαίνω,opp
μελαίνω,opp
νηκουστέω,opp
ὀφείλω,opp
ἀπαράσσω,opp
βρομέω,opp
τεύχω,opp
αὐχμέω,opp
κεάζω,opp
ἐνικλάω,opp
τελευτάω,opp
ἀγάλλω,opp
στείνω,opp
ξύω,opp
ἐπιπνέω,opp
παρεῖπον,opp
προσαίσσω,opp
θοόω,opp
σκιάω,opp
γράφω,opp
ἀπείργαθον,opp
καταικίζω,opp
μινύθω,opp
ἐσχατάω,opp
ἥκω,opp
σπένδω,opp
ἀποπλήσσω,opp
ἐμπολάω,opp
φυλάσσω,opp
ἀμφιχάσκω,opp
βομβέω,opp
μαστίζω,opp
ἡβάω,opp
παρανηνέω,opp
πημαίνω,opp
παρίημι,opp
ἐσείδω,opp
ὑπερίημι,opp
ἀβακέω,opp
σκάζω,opp
ἀπόφημι,opp
ἐπαιγίζω,opp
σκιρτάω,opp
ὁμαδέω,opp
ἀναπρήθω,opp
σκίδνημι,opp
κατατίθημι,opp
ἀμέρδω,opp
ὀρέγνυμι,opp
πλήθω,opp
ἐρύκω,opp
ἐπιθαρσύνω,opp
προχέω,opp
καθίζω,opp
δεῖ,opp
χρίμπτω,opp
φλύω,opp
συγκυρέω,opp
παλάσσω,opp
καταδάπτω,opp
ἐκδύω,opp
μωμεύω,opp
ἱμάσσω,opp
ἀνήνοθε,opp
ἐκφθίνω,opp
ἀοιδιάω,opp
πρήθω,opp
ἁφάω,opp
ἐπιλωβεύω,opp
ἀνάγω,opp
πάσσω,opp
ῥιπτάζω,opp
τετραίνω,opp
ἰδυῖα,opp
ὑπάγω,opp
αὐαίνω,opp
ἐναίρω,opp
βόσκω,opp
ἀναβαίνω,opp
ἀποκρεμάννυμι,opp
κατερύκω,opp
ἐπικέλλω,opp
γέγωνα,opp
κατευνάζω,opp
ἀλιταίνω,opp
τλάω,opp
καταθνήσκω,opp
φαληριάω,opp
ἀκοστάω,opp
περιναιετάω,opp
πορφύρω,opp
στερέω,opp
ἐπορούω,opp
ἐκδέρω,opp
κατάγνυμι,opp
ἱκετεύω,opp
κελητίζω,opp
ἐπιφλέγω,opp
ἐπιψαύω,opp
κραίνω,opp
ἐξαλαπάζω,opp
πέσσω,opp
συνθέω,opp
μεταβουλεύω,opp
τρέφω,opp
δήω,opp
ἐξαποβαίνω,opp
ὀρεχθέω,opp
ἀμελέω,opp
ἀποκείρω,opp
πτύω,opp
στένω,opp
ἐπιστενάχω,opp
ἰάπτω,opp
ἐφομαρτέω,opp
βρίζω,opp
δειπνίζω,opp
ἀλδαίνω,opp
ἀρόω,opp
κόπτω,opp
προσάγω,opp
ἐρείδω,opp
ἰάλλω,opp
ἀναθηλέω,opp
ἐκπλήγνυμι,opp
τρωπάω,opp
δείξω,opp
ἀμφιτρομέω,opp
ἐξανίημι,opp
ἀγνοέω,opp
δαρδάπτω,opp
παραμείβω,opp
ἀποφθινύθω,opp
καταμάρπτω,opp
ἐξαλαόω,opp
σφηκόω,opp
ἀλδήσκω,opp
ἄγω,opp
ἐκπεράω,opp
μειδιάω,opp
ἐπίσχω,opp
ἠλασκάζω,opp
τινάσσω,opp
ἀνακηκίω,opp
κυβιστάω,opp
ἐφιζάνω,opp
περιρρέω,opp
προποδίζω,opp
ὀκνέω,opp
θνήσκω,opp
στρατόω,opp
τοξεύω,opp
κάμνω,opp
καίω,opp
ἴσκε,opp
πυκάζω,opp
κτερείζω,opp
φορέω,opp
ἐγκύρω,opp
ἀνθίστημι,opp
συρράσσω,opp
ῥιγόω,opp
ἐγγείνωνται,opp
πιλνάω,opp
ἀναδύνω,opp
νευστάζω,opp
προσθέω,opp
κατεσθίω,opp
ἐκτίθημι,opp
ἕννυμι,opp
ἐπιτέλλω,opp
μελάνω,opp
στυφελίζω,opp
ἀποτρωπάω,opp
ἐπιτολμάω,opp
θρῴσκω,opp
χολόω,opp
ἰύζω,opp
ἀναπλέω,opp
ἠχέω,opp
συνελαύνω,opp
χρεμετίζω,opp
κορθύνω,opp
σμαραγέω,opp
ἀναμίγνυμι,opp
καταγινέω,opp
ἀπάγχω,opp
θέρμω,opp
ἐπικουρέω,opp
διείργω,opp
ἐκκυλίνδω,opp
ἀναπείρω,opp
ἔρδω,opp
ὁμοφρονέω,opp
ἀπείργω,opp
θέρω,opp
ἡνιοχεύω,opp
ὠθέω,opp
ἀποτίθημι,opp
τειχίζω,opp
ὑποχωρέω,opp
συμπήγνυμι,opp
ἀίσσω,opp
δέατο,opp
ἀνέχω,opp
κατασβέννυμι,opp
ἀποτίνω,opp
ἐκκλύω,opp
ὀλολύζω,opp
ἐξορμάω,opp
πτωσκάζω,opp
ἀπολήγω,opp
ῥαίω,opp
μεταλλάω,opp
ἐρέφω,opp
ἀλγέω,opp
παρέλκω,opp
καταμύσσω,opp
τιθαιβώσσω,opp
βύω,opp
ἀπονοστέω,opp
κατακρύπτω,opp
κυέω,opp
ἐθείρω,opp
ἀναστεναχίζω,opp
ἐξεναρίζω,opp
εἰλαπινάζω,opp
ἐνίημι,opp
ἐπιβρέμω,opp
παλύνω,opp
προσαραρίσκω,opp
σαίνω,opp
ἐξερωέω,opp
παρατυγχάνω,opp
στορέννυμι,opp
κλύζω,opp
στείβω,opp
βραχεῖν,opp
ῥαίνω,opp
κατηφέω,opp
συγκαλέω,opp
δενδίλλω,opp
αἰνίζω,opp
συνίστημι,opp
ἐποτρύνω,opp
ἐπέοικε,opp
θηρεύω,opp
προερέσσω,opp
κελευτιάω,opp
στέφω,opp
ἐπάγω,opp
ὁμοστιχάω,opp
ἀναιρέω,opp
ἐράω,opp
ἀντάω,opp
ἐπικείρω,opp
στρωφάω,opp
ἐμπάσσω,opp
ἀμφιτίθημι,opp
ἐνειμί,opp
ἐγγυάω,opp
χράω,opp
ἀπολύω,opp
ἐντύνω,opp
εἴβω,opp
ἁλιόω,opp
ἀναπηδάω,opp
λαφύσσω,opp
ὠδίνω,opp
ἐφυβρίζω,opp
μεταπρέπω,opp
εὐνάζω,opp
ἐπορέγω,opp
ῥιγέω,opp
χαίρω,opp
ἀποπλάζω,opp
ἀπογυιόω,opp
ἐπιχράω,opp
κακίζω,opp
οἰκτείρω,opp
ἐμπίπτω,opp
τυγχάνω,opp
ἐξερέω,opp
ὑποτίθημι,opp
τίλλω,opp
θαλέθω,opp
περίειμι,opp
ἀμφιλαχαίνω,opp
προσαυδάω,opp
ἀπατάω,opp
καταλέγω,opp
ἐπιρράσσω,opp
ἐξαίρω,opp
ὑποστεναχίζω,opp
νικάω,opp
φρονέω,opp
ἀποτρίβω,opp
ἀτέω,opp
ἀίσθω,opp
ἐπιλλίζω,opp
ἀλυσκάζω,opp
ἐπιλάμπω,opp
ἀφρονέω,opp
φορμίζω,opp
πράσσω,opp
διαλέγω,opp
παραμίμνω,opp
βλώσκω,opp
παραδείκνυμι,opp
ἐρητύω,opp
ἐξεῖπον,opp
καταστορέννυμι,opp
πίτνημι,opp
ἐπεντανύω,opp
ὑπνάω,opp
ζάω,opp
θεραπεύω,opp
ὀνομάζω,opp
τύπτω,opp
ἐξαναλύω,opp
ἔσθω,opp
ἐμέω,opp
δαίω,opp
ἀπεμέω,opp
ὀρίνω,opp
καταθάπτω,opp
τρύζω,opp
ὑποδρώω,opp
γυιόω,opp
ὑποτρομέω,opp
μετακλαίω,opp
ἀναχάζω,opp
νάσσω,opp
οἰκέω,opp
οἴγω,opp
ἑλκέω,opp
προπέμπω,opp
ποτιπτύσσω,opp
ὑπεκπροθέω,opp
προρέω,opp
ἀναβρόχω,opp
ἀλύσκω,opp
στυγέω,opp
ἰθύνω,opp
κοτέω,opp
ἔννυμι,opp
ἐπερείδω,opp
ἐπιπρέπω,opp
καλέω,opp
ἀλαπάζω,opp
ἐξαγορεύω,opp
τρώγω,opp
αἰόλλω,opp
ἐθέλω,opp
κατακύπτω,opp
μέλπω,opp
παρεξελαύνω,opp
προβλώσκω,opp
ἀμφιάχω,opp
ἀπορριγέω,opp
θεειόω,opp
ἀπαιτίζω,opp
κατατήκω,opp
στηρίζω,opp
ἐπαμύνω,opp
ἀμφιζάνω,opp
πρόσφημι,opp
ἐχθαίρω,opp
ἀστράπτω,opp
οἰδέω,opp
διαχέω,opp
καθιδρύω,opp
συνίημι,opp
ἐγκλίνω,opp
ἐπιμίσγω,opp
ἐπιπροιάλλω,opp
ἐξέλκω,opp
ἰχθυάω,opp
ἀγινέω,opp
συγχέω,opp
ἐποπτάω,opp
τιταίνω,opp
ἀναστρωφάω,opp
ἀναχωρέω,opp
περιτέμνω,opp
ῥήγνυμι,opp
θαμβέω,opp
ἀπίσχω,opp
ὑποφεύγω,opp
κατευνάω,opp
δειελιάω,opp
τεταγών,opp
αἴθω,opp
προσλέγω,opp
ὑπεξαλεύω,opp
κνώσσω,opp
ἐνστρέφω,opp
παμφαίνω,opp
χέω,opp
ἠπεροπεύω,opp
κομίζω,opp
δείδω,opp
ὀνομαίνω,opp
μοχθίζω,opp
ἀνατρέχω,opp
ἔρρω,opp
χαλεπαίνω,opp
ἄεσα,opp
βιβρώσκω,opp
εἰσανεῖδον,opp
αἰτέω,opp
ἀάω,opp
θωρήσσω,opp
καπνίζω,opp
λεαίνω,opp
τρυπάω,opp
ὑφέλκω,opp
ὕω,opp
εἴρω,opp
ἀνατλῆναι,opp
συνόχωκα,opp
καθάπτω,opp
κελάδω,opp
ἐνερείδω,opp
καταπτήσσω,opp
καλύπτω,opp
εἰσοιχνέω,opp
ὑποταρβέω,opp
διακρίνω,opp
ὄμνυμι,opp
μίσγω,opp
ἀποψύχω,opp
ἐπικλώθω,opp
περιτρομέω,opp
κατακοσμέω,opp
κτερίζω,opp
μερμηρίζω,opp
προσπλάζω,opp
σκάλλω,opp
σώζω,opp
ἀίω,opp
περιστέλλω,opp
ἐφέλκω,opp
ἐπαγείρω,opp
ἐξυπανίστημι,opp
εἰσδύνω,opp
ἀποπνέω,opp
τολμάω,opp
φαέθω,opp
διαρραίω,opp
πταίρω,opp
σκοπιάζω,opp
δυάω,opp
ἠλάσκω,opp
δειπνέω,opp
γέντο,opp
εἰσίημι,opp
ἀμύσσω,opp
ἐπιχειρέω,opp
λέγω,opp
ὁπλέω,opp
καταδημοβορέω,opp
κακόω,opp
θεοπροπέω,opp
διαμοιράω,opp
εἰσαθρέω,opp
πίμπρημι,opp
ἀλεγίζω,opp
ἀνέζω,opp
αὐερύω,opp
ἐπαρήγω,opp
ἐρέσσω,opp
πλέκω,opp
συναντάω,opp
μοχλέω,opp
ἐπιμίμνω,opp
περιδρύπτω,opp
ἐξεῖδον,opp
ἀμφιβαίνω,opp
ἐπόρνυμι,opp
ἐφίστημι,opp
ὁμιλέω,opp
καταδέω,opp
ἐξάρχω,opp
ἀμπέχω,opp
προτύπτω,opp
ἑδνόω,opp
νύσσω,opp
ῥέω,opp
ὁμόω,opp
ἐπιφθονέω,opp
τραπέω,opp
ἐκβάλλω,opp
περιστέφω,opp
ἀποκλίνω,opp
ἐξίσχω,opp
μετακιάθω,opp
ποιμαίνω,opp
διαμάω,opp
ἐκφέρω,opp
λικμάω,opp
κατηπιάω,opp
ἀπολέπω,opp
καταπήγνυμι,opp
θάλλω,opp
λούω,opp
ἐφευρίσκω,opp
ταρβέω,opp
πυρπολέω,opp
ἀναγιγνώσκω,opp
ἀείδω,opp
ὑπόρνυμι,opp
ἀντιφέρω,opp
μεθέπω,opp
διατρίβω,opp
ἀμφιπίπτω,opp
